chromosome,genomic_accession,start,end,strand,class,locus_tag,symbol,name,GeneID
chrY,NC_238635.1,39512770,39522938,-,pseudogene,LOC213844,GENE5,Gene 5 protein,3170
chrY,NC_628859.1,9492609,9537705,+,rRNA,LOC817611,GENE6,Gene 6 protein,56023
chrY,NC_200976.1,40975015,40999867,+,rRNA,LOC286040,GENE7,Gene 7 protein,63373
chrY,NC_627778.1,29951990,29985164,+,rRNA,LOC888930,GENE8,Gene 8 protein,16403
chrY,NC_791423.1,17632327,17660282,+,pseudogene,LOC236659,GENE9,Gene 9 protein,80098
chrY,NC_780768.1,19112021,19157640,+,tRNA,LOC552457,GENE10,Gene 10 protein,69425
chrY,NC_145548.1,48668493,48712349,-,miRNA,LOC831531,GENE11,Gene 11 protein,70444
chrY,NC_941272.1,54606130,54633779,-,lncRNA,LOC605543,GENE12,Gene 12 protein,50969
chrY,NC_943706.1,36927955,36952087,-,rRNA,LOC877407,GENE13,Gene 13 protein,92318
chrY,NC_240386.1,45662388,45687758,+,pseudogene,LOC366881,GENE14,Gene 14 protein,63539
chrY,NC_397026.1,33369285,33400768,+,protein_coding,LOC727354,GENE15,Gene 15 protein,72267
chrY,NC_298202.1,32536728,32550194,-,miRNA,LOC105735,GENE16,Gene 16 protein,93949
chrY,NC_647923.1,13236003,13255233,+,rRNA,LOC223552,GENE17,Gene 17 protein,69126
chrY,NC_786341.1,53202022,53246377,+,pseudogene,LOC315397,GENE18,Gene 18 protein,91146
chrY,NC_479867.1,45088955,45123494,-,pseudogene,LOC211760,GENE19,Gene 19 protein,21287
chrY,NC_713805.1,40950837,40982632,-,tRNA,LOC365953,GENE20,Gene 20 protein,35249
chrY,NC_483405.1,14239308,14249078,-,rRNA,LOC741603,GENE21,Gene 21 protein,37118
chrY,NC_533301.1,49918453,49966024,-,lncRNA,LOC678923,GENE22,Gene 22 protein,74080
chrY,NC_488196.1,56067937,56103712,-,lncRNA,LOC686252,GENE23,Gene 23 protein,73733
chrY,NC_421549.1,29739841,29752031,-,miRNA,LOC705711,GENE24,Gene 24 protein,46135
chrY,NC_244775.1,27012512,27045839,-,tRNA,LOC996531,GENE25,Gene 25 protein,87413
chrY,NC_340932.1,39201526,39222915,+,tRNA,LOC568288,GENE26,Gene 26 protein,92660
chrY,NC_324875.1,36316069,36319330,+,protein_coding,LOC633036,GENE27,Gene 27 protein,53502
chrY,NC_743852.1,18961720,18991089,-,rRNA,LOC830917,GENE28,Gene 28 protein,90727
chrY,NC_508004.1,10743344,10751060,+,lncRNA,LOC766764,GENE29,Gene 29 protein,1693
chrY,NC_594580.1,16177579,16207512,+,lncRNA,LOC729402,GENE30,Gene 30 protein,58065
chrY,NC_375871.1,4954042,4995625,+,protein_coding,LOC332542,GENE31,Gene 31 protein,49606
chrY,NC_139589.1,19348594,19369429,+,rRNA,LOC859687,GENE32,Gene 32 protein,51374
chrY,NC_788049.1,3930121,3955121,-,rRNA,LOC646313,GENE33,Gene 33 protein,38548
chrY,NC_771394.1,55785560,55796892,+,lncRNA,LOC618382,GENE34,Gene 34 protein,58536
chrY,NC_991884.1,18230540,18234340,+,lncRNA,LOC788793,GENE35,Gene 35 protein,68915
chrY,NC_135241.1,56556034,56587153,-,lncRNA,LOC922041,GENE36,Gene 36 protein,79579
chrY,NC_277715.1,4368173,4374583,+,rRNA,LOC806765,GENE37,Gene 37 protein,5726
chrY,NC_786837.1,42912847,42944366,-,lncRNA,LOC100301,GENE38,Gene 38 protein,21636
chrY,NC_917546.1,54828368,54836164,+,miRNA,LOC518836,GENE39,Gene 39 protein,47285
chrY,NC_714549.1,24828252,24872308,-,pseudogene,LOC310040,GENE40,Gene 40 protein,68861
chrY,NC_837801.1,33016781,33035324,+,tRNA,LOC171950,GENE41,Gene 41 protein,12818
chrY,NC_970071.1,23599306,23629381,-,tRNA,LOC686273,GENE42,Gene 42 protein,77406
chrY,NC_955129.1,15811072,15849537,-,miRNA,LOC389939,GENE43,Gene 43 protein,30661
chrY,NC_523579.1,41876934,41894658,+,pseudogene,LOC702833,GENE44,Gene 44 protein,1609
chrY,NC_526911.1,4560276,4578363,-,lncRNA,LOC630829,GENE45,Gene 45 protein,14954
chrY,NC_408545.1,54507485,54539822,+,rRNA,LOC456480,GENE46,Gene 46 protein,16336
chrY,NC_952646.1,52665354,52693359,-,rRNA,LOC931928,GENE47,Gene 47 protein,76352
chrY,NC_564276.1,52486024,52492487,-,tRNA,LOC495397,GENE48,Gene 48 protein,74815
chrY,NC_894268.1,38616260,38622172,-,lncRNA,LOC456160,GENE49,Gene 49 protein,61142
chrY,NC_128679.1,33134792,33169415,-,rRNA,LOC605382,GENE50,Gene 50 protein,16239
chrY,NC_501261.1,1600948,1637582,-,protein_coding,LOC764442,GENE51,Gene 51 protein,29885
chrY,NC_532459.1,20985050,20989162,+,miRNA,LOC470248,GENE52,Gene 52 protein,68699
chrY,NC_972600.1,39491628,39514835,+,tRNA,LOC376142,GENE53,Gene 53 protein,33539
chrY,NC_518309.1,36357426,36379812,-,protein_coding,LOC806423,GENE54,Gene 54 protein,99145
chrY,NC_681489.1,27970540,28015739,-,protein_coding,LOC287155,GENE55,Gene 55 protein,63463
chrY,NC_329183.1,47818418,47863781,-,miRNA,LOC701581,GENE56,Gene 56 protein,36268
chrY,NC_816289.1,31275239,31288982,+,tRNA,LOC299405,GENE57,Gene 57 protein,66404
chrY,NC_871153.1,46947988,46991080,+,lncRNA,LOC353814,GENE58,Gene 58 protein,35787
chrY,NC_312616.1,11837532,11841843,+,lncRNA,LOC975498,GENE59,Gene 59 protein,33728
chrY,NC_916776.1,48591820,48626575,-,lncRNA,LOC211871,GENE60,Gene 60 protein,16712
chrY,NC_795650.1,37458841,37475653,+,tRNA,LOC616596,GENE61,Gene 61 protein,81455
chrY,NC_144316.1,6822055,6871335,+,rRNA,LOC989203,GENE62,Gene 62 protein,64214
chrY,NC_430738.1,49068538,49083192,-,rRNA,LOC616256,GENE63,Gene 63 protein,76303
chrY,NC_291755.1,32772748,32774474,-,pseudogene,LOC901387,GENE64,Gene 64 protein,67995
chrY,NC_332881.1,40080720,40103910,-,pseudogene,LOC886609,GENE65,Gene 65 protein,76584
chrY,NC_651273.1,52596211,52620588,+,protein_coding,LOC938095,GENE66,Gene 66 protein,56466
chrY,NC_134144.1,28851505,28856538,-,rRNA,LOC626883,GENE67,Gene 67 protein,46519
chrY,NC_913594.1,38935523,38953896,-,tRNA,LOC283291,GENE68,Gene 68 protein,60925
chrY,NC_643377.1,15045952,15071947,+,tRNA,LOC582418,GENE69,Gene 69 protein,42373
chrY,NC_806848.1,41666801,41700203,+,protein_coding,LOC320989,GENE70,Gene 70 protein,50732
chrY,NC_479167.1,11144590,11156241,+,miRNA,LOC742544,GENE71,Gene 71 protein,35039
chrY,NC_375617.1,11733575,11747970,+,rRNA,LOC348658,GENE72,Gene 72 protein,36311
chrY,NC_459762.1,41745168,41782744,-,rRNA,LOC483699,GENE73,Gene 73 protein,25105
chrY,NC_320759.1,8926233,8951539,-,pseudogene,LOC539450,GENE74,Gene 74 protein,92843
chrY,NC_995825.1,47436078,47451454,-,miRNA,LOC520051,GENE75,Gene 75 protein,37651
chrY,NC_699166.1,18249286,18256175,-,lncRNA,LOC237509,GENE76,Gene 76 protein,76483
chrY,NC_855829.1,53025374,53063010,+,protein_coding,LOC383062,GENE77,Gene 77 protein,31907
chrY,NC_305587.1,29284104,29319714,-,pseudogene,LOC252928,GENE78,Gene 78 protein,97802
chrY,NC_944804.1,21327468,21337569,+,pseudogene,LOC110215,GENE79,Gene 79 protein,24148
chrY,NC_241003.1,47757169,47762827,-,pseudogene,LOC990649,GENE80,Gene 80 protein,83660
chrY,NC_414608.1,30323477,30364789,-,pseudogene,LOC363165,GENE81,Gene 81 protein,74680
chrY,NC_203782.1,22532851,22545628,+,pseudogene,LOC824087,GENE82,Gene 82 protein,22409
chrY,NC_953350.1,17038661,17072815,+,lncRNA,LOC366642,GENE83,Gene 83 protein,63460
chrY,NC_880762.1,11771439,11800436,+,pseudogene,LOC450912,GENE84,Gene 84 protein,35048
chrY,NC_687569.1,6594503,6618288,-,miRNA,LOC684572,GENE85,Gene 85 protein,34779
chrY,NC_531762.1,50379504,50409173,-,protein_coding,LOC227126,GENE86,Gene 86 protein,47018
